time,epochTime,requests,peaks
1998-04-30 22:03:45,893966625,18,1427.336
1998-04-30 22:06:30,893966790,13,1282.705
1998-04-30 22:07:05,893966825,11,1338.67
1998-04-30 22:08:48,893966928,16,1705.206
1998-04-30 22:09:20,893966960,20,1379.888
1998-04-30 22:11:28,893967088,21,1287.67
1998-04-30 22:14:27,893967267,8,1346.428
1998-04-30 22:14:39,893967279,17,1320.329
1998-04-30 22:15:55,893967355,14,1298.861
1998-04-30 22:16:50,893967410,26,1377.167
1998-04-30 22:16:54,893967414,21,1564.16
1998-04-30 22:17:47,893967467,32,1394.545
1998-04-30 22:17:48,893967468,19,1390.96
1998-04-30 22:17:53,893967473,29,1421.163
1998-04-30 22:18:16,893967496,17,1549.11
1998-04-30 22:18:22,893967502,15,1453.404
1998-04-30 22:18:31,893967511,28,1390.545
1998-04-30 22:18:50,893967530,26,1537.028
1998-04-30 22:19:01,893967541,12,1495.628
1998-04-30 22:19:07,893967547,6,1334.887
1998-04-30 22:19:17,893967557,20,1287.799
1998-04-30 22:19:25,893967565,15,1326.671
1998-04-30 22:19:27,893967567,22,1514.497
1998-04-30 22:19:35,893967575,12,1295.625
1998-04-30 22:19:49,893967589,12,1437.277
1998-04-30 22:19:56,893967596,24,1598.449
1998-04-30 22:21:03,893967663,22,1507.326
1998-04-30 22:21:21,893967681,17,1384.295
1998-04-30 22:21:43,893967703,20,1329.249
1998-04-30 22:22:00,893967720,17,1436.907
1998-04-30 22:22:36,893967756,17,1345.251
1998-04-30 22:24:14,893967854,20,1555.378
1998-04-30 22:24:19,893967859,7,1483.222
1998-04-30 22:25:48,893967948,22,1321.011
1998-04-30 22:26:11,893967971,19,1271.353
1998-04-30 22:27:22,893968042,27,1513.408
1998-04-30 22:29:27,893968167,17,1321.296
1998-04-30 22:29:41,893968181,14,1307.731
1998-04-30 22:30:14,893968214,14,1323.977
1998-04-30 22:30:45,893968245,16,1463.693
1998-04-30 22:31:15,893968275,17,1334.345
1998-04-30 22:31:21,893968281,8,1441.182
1998-04-30 22:31:27,893968287,12,1397.054
1998-04-30 22:32:10,893968330,9,1344.167
1998-04-30 22:33:25,893968405,20,1579.824
1998-04-30 22:33:57,893968437,14,1436.924
1998-04-30 22:34:58,893968498,14,1328.666
1998-04-30 22:36:11,893968571,19,1457.735
1998-04-30 22:37:08,893968628,21,1628.593
1998-04-30 22:37:16,893968636,18,1479.752
1998-04-30 22:37:37,893968657,30,1441.266
1998-04-30 22:37:54,893968674,18,1332.561
1998-04-30 22:38:29,893968709,6,1278.377
1998-04-30 22:38:40,893968720,13,1462.417
1998-04-30 22:40:35,893968835,11,1251.488
1998-04-30 22:41:39,893968899,7,1430.153
1998-04-30 22:42:35,893968955,17,1353.019
1998-04-30 22:43:22,893969002,7,1280.663
1998-04-30 22:43:33,893969013,20,1452.564
1998-04-30 22:48:04,893969284,21,1354.336
1998-04-30 22:48:05,893969285,15,1282.073
1998-04-30 22:48:08,893969288,13,1333.108
1998-04-30 22:51:40,893969500,11,1430.715
1998-04-30 22:51:54,893969514,22,1479.149
1998-04-30 22:52:25,893969545,9,1422.541
1998-04-30 22:53:05,893969585,24,1372.81
1998-04-30 22:54:05,893969645,6,1290.843
1998-04-30 22:55:40,893969740,12,1302.551
1998-04-30 22:55:41,893969741,18,1481.097
1998-04-30 22:56:11,893969771,17,1401.637
1998-04-30 22:57:20,893969840,8,1423.11
1998-04-30 22:57:28,893969848,15,1330.653
1998-04-30 22:58:35,893969915,21,1316.661
1998-04-30 22:59:40,893969980,15,1294.6
1998-04-30 23:00:09,893970009,20,1299.153
1998-04-30 23:00:21,893970021,17,1555.635
1998-04-30 23:00:24,893970024,23,1402.904
1998-04-30 23:01:36,893970096,19,1768.007
1998-04-30 23:01:49,893970109,13,1743.844
1998-04-30 23:02:27,893970147,8,1266.656
1998-04-30 23:03:23,893970203,15,1425.633
1998-04-30 23:03:58,893970238,17,1335.53
1998-04-30 23:04:04,893970244,20,1385.943
1998-04-30 23:04:13,893970253,14,1391.721
1998-04-30 23:04:49,893970289,12,1341.597
1998-04-30 23:05:26,893970326,12,1239.496
1998-04-30 23:07:05,893970425,7,1303.12
1998-04-30 23:08:23,893970503,8,1463.473
1998-04-30 23:10:20,893970620,38,1360.501
1998-04-30 23:10:48,893970648,25,1514.171
1998-04-30 23:11:36,893970696,13,1531.5
1998-04-30 23:11:43,893970703,11,1530.51
1998-04-30 23:11:48,893970708,22,1299.496
1998-04-30 23:12:01,893970721,15,1526.941
1998-04-30 23:13:03,893970783,5,1274.212
1998-04-30 23:13:29,893970809,21,1433.557
1998-04-30 23:13:57,893970837,9,1531.468
1998-04-30 23:14:47,893970887,10,1286.908
1998-04-30 23:15:17,893970917,19,1349.858
1998-04-30 23:16:18,893970978,12,1473.155
1998-04-30 23:16:56,893971016,10,1452.066
1998-04-30 23:17:31,893971051,22,1336.334
1998-04-30 23:17:41,893971061,7,1236.295
1998-04-30 23:18:37,893971117,9,1928.598
1998-04-30 23:18:39,893971119,11,1488.79
1998-04-30 23:18:58,893971138,15,1507.234
1998-04-30 23:21:50,893971310,14,1379.48
1998-04-30 23:24:14,893971454,9,1491.747
1998-04-30 23:24:38,893971478,10,1455.678
1998-04-30 23:24:42,893971482,22,1470.968
1998-04-30 23:25:16,893971516,9,1453.422
1998-04-30 23:25:31,893971531,11,1449.773
1998-04-30 23:26:16,893971576,11,1332.958
1998-04-30 23:27:05,893971625,10,1994.364
1998-04-30 23:28:31,893971711,10,1691.988
1998-04-30 23:32:05,893971925,10,1446.345
1998-04-30 23:33:41,893972021,11,1490.112
1998-04-30 23:34:31,893972071,8,1563.268
1998-04-30 23:34:38,893972078,4,1889.761
1998-04-30 23:35:20,893972120,9,1933.211
1998-04-30 23:35:21,893972121,12,1307.361
1998-04-30 23:35:25,893972125,14,1326.627
1998-04-30 23:37:23,893972243,10,1290.347
1998-04-30 23:38:43,893972323,21,1468.172
1998-04-30 23:40:32,893972432,13,1334.907
1998-04-30 23:40:47,893972447,3,1368.843
1998-04-30 23:41:02,893972462,7,1427.427
1998-04-30 23:41:16,893972476,13,1297.626
1998-04-30 23:41:59,893972519,13,1298.613
1998-04-30 23:42:08,893972528,6,1328.343
1998-04-30 23:43:12,893972592,10,1350.632
1998-04-30 23:43:23,893972603,29,1453.425
1998-04-30 23:43:37,893972617,19,1370.872
1998-04-30 23:44:26,893972666,13,1400.314
1998-04-30 23:46:59,893972819,13,1344.193
1998-04-30 23:47:16,893972836,12,1350.536
1998-04-30 23:50:52,893973052,12,1437.834
1998-04-30 23:50:59,893973059,13,1295.024
1998-04-30 23:51:46,893973106,11,1314.252
1998-04-30 23:51:49,893973109,19,1364.09
1998-04-30 23:52:17,893973137,20,1336.797
1998-04-30 23:56:39,893973399,13,1531.36
1998-04-30 23:57:47,893973467,24,1365.311
1998-04-30 23:58:20,893973500,20,1457.505
1998-04-30 23:58:25,893973505,15,1468.407
1998-04-30 23:59:28,893973568,11,1463.664
1998-04-30 23:59:33,893973573,24,1248.824
1998-04-30 23:59:39,893973579,18,1393.753
1998-05-01 00:00:33,893973633,14,1437.482
1998-05-01 00:00:39,893973639,14,1349.549
1998-05-01 00:01:45,893973705,21,1705.983
1998-05-01 00:01:52,893973712,6,1308.298
1998-05-01 00:03:06,893973786,5,1292.304
1998-05-01 00:04:46,893973886,18,1320.673
1998-05-01 00:04:48,893973888,19,1443.451
1998-05-01 00:05:09,893973909,11,1553.535
1998-05-01 00:06:28,893973988,7,1297.101
1998-05-01 00:06:32,893973992,11,1315.996
1998-05-01 00:08:28,893974108,11,1299.446
1998-05-01 00:08:51,893974131,21,1524.878
1998-05-01 00:09:07,893974147,16,1986.171
1998-05-01 00:11:06,893974266,6,1441.452
1998-05-01 00:11:22,893974282,9,1450.204
1998-05-01 00:11:50,893974310,7,1426.042
1998-05-01 00:12:27,893974347,14,1445.901
1998-05-01 00:12:42,893974362,10,1512.962
1998-05-01 00:13:30,893974410,6,1499.827
1998-05-01 00:13:33,893974413,16,1531.102
1998-05-01 00:13:37,893974417,16,1474.075
1998-05-01 00:14:55,893974495,11,1425.646
1998-05-01 00:14:58,893974498,12,1322.164
1998-05-01 00:16:22,893974582,5,1426.286
1998-05-01 00:16:23,893974583,5,1431.449
1998-05-01 00:17:20,893974640,7,1287.939
1998-05-01 00:17:22,893974642,6,1422.669
1998-05-01 00:17:36,893974656,7,1436.928
1998-05-01 00:17:47,893974667,8,1426.784
1998-05-01 00:18:13,893974693,10,1479.135
1998-05-01 00:19:09,893974749,14,1557.942
1998-05-01 00:20:16,893974816,17,1272.732
1998-05-01 00:20:29,893974829,15,1282.23
1998-05-01 00:21:08,893974868,5,1428.623
1998-05-01 00:21:36,893974896,15,1289.536
1998-05-01 00:23:04,893974984,10,1380.731
1998-05-01 00:23:08,893974988,18,1361.395
1998-05-01 00:23:10,893974990,16,1339.045
1998-05-01 00:24:08,893975048,17,1376.508
1998-05-01 00:24:55,893975095,10,1385.482
1998-05-01 00:25:22,893975122,10,1448.317
1998-05-01 00:25:59,893975159,15,1274.819
1998-05-01 00:26:08,893975168,13,1288.922
1998-05-01 00:26:16,893975176,16,1260.073
1998-05-01 00:27:03,893975223,15,1437.411
1998-05-01 00:28:51,893975331,10,1464.487
1998-05-01 00:30:23,893975423,8,1432.59
1998-05-01 00:35:52,893975752,7,1432.041
1998-05-01 00:36:45,893975805,10,1299.898
1998-05-01 00:37:09,893975829,12,1297.011
1998-05-01 00:38:36,893975916,8,1437.613
1998-05-01 00:39:34,893975974,14,1471.044
1998-05-01 00:44:55,893976295,11,1293.746
1998-05-01 00:49:47,893976587,8,1456.276
1998-05-01 00:50:05,893976605,5,1426.113
1998-05-01 00:52:14,893976734,14,1519.276
1998-05-01 00:54:37,893976877,12,1322.4
1998-05-01 00:54:45,893976885,24,1339.65
1998-05-01 00:54:51,893976891,12,1443.948
1998-05-01 00:54:57,893976897,8,1275.359
1998-05-01 00:55:22,893976922,7,1316.323
1998-05-01 00:55:25,893976925,14,1358.251
1998-05-01 00:55:38,893976938,3,1274.26
1998-05-01 00:55:59,893976959,11,1368.598
1998-05-01 00:56:16,893976976,9,1510.219
1998-05-01 00:58:37,893977117,10,1477.118
1998-05-01 01:01:06,893977266,19,1293.888
1998-05-01 01:01:19,893977279,9,1284.848
1998-05-01 01:02:23,893977343,6,1321.305
1998-05-01 01:03:09,893977389,19,1281.46
1998-05-01 01:04:02,893977442,11,1283.893
1998-05-01 01:07:48,893977668,5,1421.875
1998-05-01 01:13:26,893978006,13,1287.906
1998-05-01 01:15:16,893978116,18,1193.929
1998-05-01 01:15:47,893978147,10,1288.288
1998-05-01 01:15:59,893978159,11,1427.286
1998-05-01 01:16:38,893978198,8,1285.873
1998-05-01 01:16:57,893978217,16,1302.471
1998-05-01 01:17:10,893978230,9,1573.757
1998-05-01 01:17:43,893978263,6,1456.246
1998-05-01 01:18:01,893978281,12,1344.279
1998-05-01 01:18:46,893978326,9,1255.831
1998-05-01 01:18:52,893978332,18,1291.28
1998-05-01 01:19:06,893978346,11,1260.687
1998-05-01 01:20:15,893978415,10,1277.613
1998-05-01 01:20:56,893978456,8,1514.782
1998-05-01 01:21:08,893978468,15,1482.143
1998-05-01 01:21:35,893978495,16,1977.655
1998-05-01 01:22:55,893978575,23,1365.707
1998-05-01 01:24:03,893978643,17,1472.279
1998-05-01 01:24:18,893978658,9,1952.758
1998-05-01 01:24:38,893978678,4,1351.281
1998-05-01 01:26:42,893978802,10,1425.133
1998-05-01 01:26:43,893978803,10,1533.619
1998-05-01 01:30:53,893979053,8,1276.114
1998-05-01 01:30:57,893979057,5,1254.008
1998-05-01 01:30:59,893979059,14,1275.676
1998-05-01 01:32:36,893979156,17,1338.956
1998-05-01 01:34:04,893979244,8,1240.729
1998-05-01 01:34:51,893979291,19,1318.681
1998-05-01 01:36:14,893979374,19,1470.266
1998-05-01 01:36:22,893979382,6,1326.12
1998-05-01 01:36:48,893979408,18,1189.753
1998-05-01 01:37:11,893979431,10,1429.946
1998-05-01 01:37:21,893979441,11,1424.106
1998-05-01 01:40:04,893979604,7,1468.436
1998-05-01 01:40:42,893979642,7,1282.133
1998-05-01 01:42:27,893979747,18,1735.074
1998-05-01 01:43:33,893979813,8,1519.162
1998-05-01 01:43:55,893979835,7,1275.556
1998-05-01 01:47:19,893980039,34,1345.187
1998-05-01 01:47:20,893980040,14,1289.082
1998-05-01 01:49:04,893980144,3,1274.942
1998-05-01 01:49:13,893980153,8,1433.922
1998-05-01 01:50:19,893980219,7,1333.041
1998-05-01 01:50:57,893980257,9,1438.103
1998-05-01 01:51:53,893980313,13,1297.769
1998-05-01 01:53:38,893980418,8,1278.836
1998-05-01 01:56:41,893980601,7,1294.799
1998-05-01 01:57:02,893980622,9,1309.378
1998-05-01 01:57:12,893980632,9,1459.606
1998-05-01 01:57:59,893980679,5,1277.473
1998-05-01 01:58:15,893980695,9,1289.542
1998-05-01 01:59:20,893980760,6,1289.074
1998-05-01 01:59:31,893980771,9,1240.838
1998-05-01 01:59:57,893980797,6,1741.611
1998-05-01 02:00:31,893980831,7,1282.623
1998-05-01 02:00:47,893980847,3,1292.026
1998-05-01 02:03:31,893981011,6,1433.716
1998-05-01 02:03:35,893981015,7,1276.594
1998-05-01 02:04:04,893981044,12,1295.413
1998-05-01 02:04:11,893981051,10,1425.747
1998-05-01 02:04:39,893981079,6,1295.644
1998-05-01 02:05:56,893981156,10,1282.231
1998-05-01 02:05:58,893981158,7,1253.034
1998-05-01 02:06:25,893981185,11,1292.5
1998-05-01 02:06:36,893981196,4,1434.22
1998-05-01 02:08:19,893981299,9,1302.584
1998-05-01 02:09:56,893981396,5,1949.131
1998-05-01 02:10:32,893981432,5,1304.927
1998-05-01 02:12:11,893981531,9,1452.306
1998-05-01 02:12:15,893981535,9,1286.294
1998-05-01 02:13:12,893981592,9,1322.277
1998-05-01 02:14:53,893981693,14,1300.915
1998-05-01 02:16:50,893981810,10,1290.285
1998-05-01 02:17:05,893981825,12,1434.097
1998-05-01 02:18:37,893981917,9,1423.56
1998-05-01 02:18:47,893981927,20,1499.896
1998-05-01 02:18:55,893981935,10,1123.118
1998-05-01 02:19:27,893981967,9,1034.639
1998-05-01 02:21:29,893982089,5,1281.227
1998-05-01 02:21:38,893982098,28,1354.034
1998-05-01 02:21:39,893982099,9,1312.36
1998-05-01 02:22:14,893982134,12,1450.618
1998-05-01 02:22:56,893982176,13,1339.488
1998-05-01 02:22:57,893982177,13,1474.291
1998-05-01 02:22:59,893982179,9,1446.689
1998-05-01 02:23:16,893982196,20,1489.861
1998-05-01 02:23:28,893982208,20,1515.708
1998-05-01 02:25:21,893982321,8,1896.663
1998-05-01 02:25:36,893982336,5,1281.974
1998-05-01 02:26:09,893982369,16,1429.839
1998-05-01 02:26:11,893982371,15,1452.58
1998-05-01 02:26:35,893982395,15,1434.163
1998-05-01 02:27:48,893982468,12,1300.478
1998-05-01 02:28:35,893982515,5,1295.228
1998-05-01 02:29:00,893982540,13,1428.667
1998-05-01 02:29:34,893982574,16,1306.546
1998-05-01 02:29:40,893982580,9,1436.222
1998-05-01 02:30:56,893982656,11,1455.591
1998-05-01 02:33:55,893982835,14,1318.685
1998-05-01 02:34:50,893982890,19,1347.271
1998-05-01 02:35:41,893982941,18,1299.707
1998-05-01 02:36:13,893982973,8,1486.024
1998-05-01 02:36:22,893982982,19,1460.603
1998-05-01 02:36:34,893982994,11,1456.803
1998-05-01 02:37:10,893983030,19,1504.764
1998-05-01 02:38:10,893983090,21,1466.213
1998-05-01 02:38:19,893983099,12,1450.33
1998-05-01 02:38:27,893983107,21,1354.745
1998-05-01 02:41:00,893983260,9,1301.269
1998-05-01 02:41:23,893983283,9,1298.865
1998-05-01 02:43:55,893983435,9,1279.351
1998-05-01 02:43:57,893983437,9,1429.982
1998-05-01 02:44:29,893983469,10,1440.387
1998-05-01 02:45:47,893983547,9,1921.54
1998-05-01 02:46:34,893983594,5,1451.011
1998-05-01 02:47:05,893983625,9,1444.708
1998-05-01 02:47:58,893983678,7,1456.87
1998-05-01 02:49:04,893983744,17,1308.971
1998-05-01 02:49:29,893983769,24,1389.712
1998-05-01 02:51:36,893983896,18,1524.126
1998-05-01 02:51:51,893983911,13,1318.47
1998-05-01 02:52:03,893983923,10,1276.468
1998-05-01 02:52:14,893983934,6,1279.743
1998-05-01 02:52:24,893983944,15,1493.832
1998-05-01 02:52:48,893983968,18,1604.136
1998-05-01 02:53:15,893983995,14,1284.32
1998-05-01 02:53:26,893984006,13,1339.403
1998-05-01 02:54:55,893984095,15,1337.808
1998-05-01 02:54:56,893984096,14,1906.153
1998-05-01 02:55:53,893984153,12,1332.562
1998-05-01 02:55:57,893984157,10,1274.685
1998-05-01 02:58:03,893984283,9,1232.375
1998-05-01 02:58:15,893984295,18,1572.788
1998-05-01 02:59:40,893984380,6,1427.399
1998-05-01 02:59:59,893984399,13,1443.745
1998-05-01 03:00:00,893984400,12,1573.461
1998-05-01 03:02:42,893984562,21,1514.593
1998-05-01 03:02:43,893984563,11,1288.129
1998-05-01 03:02:51,893984571,15,1684.984
1998-05-01 03:03:01,893984581,16,1341.253
1998-05-01 03:04:30,893984670,5,1273.702
1998-05-01 03:04:34,893984674,10,1703.995
1998-05-01 03:04:39,893984679,13,1435.515
1998-05-01 03:05:22,893984722,5,1423.773
1998-05-01 03:06:37,893984797,14,1724.634
1998-05-01 03:07:44,893984864,17,1525.991
1998-05-01 03:08:50,893984930,3,1272.438
1998-05-01 03:08:56,893984936,10,1428.319
1998-05-01 03:09:02,893984942,8,1885.916
1998-05-01 03:09:40,893984980,13,1433.628
1998-05-01 03:10:51,893985051,16,1280.537
1998-05-01 03:11:04,893985064,21,1281.411
1998-05-01 03:11:36,893985096,4,1277.924
1998-05-01 03:15:40,893985340,10,1243.7
1998-05-01 03:15:43,893985343,11,1321.297
1998-05-01 03:15:49,893985349,16,1342.546
1998-05-01 03:15:52,893985352,13,1156.807
1998-05-01 03:16:51,893985411,9,1326.646
1998-05-01 03:17:31,893985451,9,1423.955
1998-05-01 03:18:30,893985510,9,1484.092
1998-05-01 03:19:00,893985540,12,1323.536
1998-05-01 03:21:07,893985667,14,1293.056
1998-05-01 03:23:36,893985816,12,1232.689
1998-05-01 03:25:27,893985927,12,1444.264
1998-05-01 03:28:04,893986084,8,1421.934
1998-05-01 03:28:47,893986127,12,1444.095
1998-05-01 03:32:12,893986332,8,1336.526
1998-05-01 03:33:13,893986393,9,1278.486
1998-05-01 03:34:22,893986462,19,1292.728
1998-05-01 03:34:38,893986478,18,1348.067
1998-05-01 03:35:50,893986550,8,1307.691
1998-05-01 03:36:25,893986585,11,1429.92
1998-05-01 03:38:05,893986685,15,1529.231
1998-05-01 03:39:16,893986756,8,1341.26
1998-05-01 03:39:45,893986785,7,1432.728
1998-05-01 03:40:19,893986819,2,1272.486
1998-05-01 03:41:34,893986894,12,1287.517
1998-05-01 03:43:27,893987007,8,1426.046
1998-05-01 03:46:30,893987190,11,1455.086
1998-05-01 03:47:01,893987221,7,1470.119
1998-05-01 03:48:15,893987295,14,1593.561
1998-05-01 03:48:25,893987305,14,1429.083
1998-05-01 03:48:38,893987318,11,1313.111
1998-05-01 03:51:38,893987498,16,1448.206
1998-05-01 03:53:01,893987581,8,1463.974
1998-05-01 03:53:07,893987587,10,1333.23
1998-05-01 03:53:40,893987620,9,1311.72
1998-05-01 03:53:44,893987624,11,1424.421
1998-05-01 03:54:33,893987673,9,1337.653
1998-05-01 03:55:56,893987756,8,1477.597
1998-05-01 03:57:32,893987852,13,1335.849
1998-05-01 03:57:38,893987858,11,1279.572
1998-05-01 03:57:46,893987866,5,1424.666
1998-05-01 03:59:11,893987951,19,1520.299
1998-05-01 04:01:39,893988099,11,1429.434
1998-05-01 04:02:17,893988137,19,1425.123
1998-05-01 04:02:23,893988143,15,1502.318
1998-05-01 04:02:37,893988157,9,1295.578
1998-05-01 04:02:42,893988162,13,1451.004
1998-05-01 04:03:21,893988201,4,1421.181
1998-05-01 04:06:36,893988396,4,1320.292
1998-05-01 04:06:58,893988418,8,1428.784
1998-05-01 04:07:51,893988471,10,1386.795
1998-05-01 04:08:01,893988481,8,1309.092
1998-05-01 04:08:37,893988517,13,1730.644
1998-05-01 04:09:03,893988543,13,1540.015
1998-05-01 04:09:52,893988592,15,1287.054
1998-05-01 04:12:04,893988724,13,1397.546
1998-05-01 04:12:29,893988749,8,1275.595
1998-05-01 04:13:55,893988835,11,1336.566
1998-05-01 04:14:25,893988865,14,1768.208
1998-05-01 04:14:50,893988890,18,1456.872
1998-05-01 04:15:21,893988921,10,1688.171
1998-05-01 04:16:14,893988974,8,1295.758
1998-05-01 04:16:26,893988986,12,1292.234
1998-05-01 04:17:03,893989023,14,1238.319
1998-05-01 04:17:04,893989024,9,1444.694
1998-05-01 04:17:18,893989038,4,1285.814
1998-05-01 04:18:12,893989092,9,1317.287
1998-05-01 04:19:00,893989140,14,1286.232
1998-05-01 04:19:11,893989151,13,1387.246
1998-05-01 04:19:29,893989169,16,1447.074
1998-05-01 04:21:21,893989281,18,1301.688
1998-05-01 04:21:34,893989294,12,1557.972
1998-05-01 04:22:03,893989323,7,1456.613
1998-05-01 04:23:24,893989404,8,1320.596
1998-05-01 04:26:03,893989563,9,1284.72
1998-05-01 04:26:45,893989605,11,1404.129
1998-05-01 04:27:05,893989625,11,1376.96
1998-05-01 04:27:34,893989654,15,1489.987
1998-05-01 04:27:49,893989669,16,1523.993
1998-05-01 04:28:36,893989716,21,1386.413
1998-05-01 04:29:29,893989769,18,1311.46
1998-05-01 04:29:54,893989794,6,1282.017
1998-05-01 04:30:11,893989811,15,1301.206
1998-05-01 04:30:17,893989817,12,1514.054
1998-05-01 04:30:49,893989849,12,1283.253
1998-05-01 04:31:20,893989880,21,1286.697
1998-05-01 04:32:22,893989942,19,1297.447
1998-05-01 04:32:47,893989967,14,1475.711
1998-05-01 04:33:52,893990032,15,1302.761
1998-05-01 04:33:55,893990035,21,1297.615
1998-05-01 04:34:25,893990065,17,1475.891
1998-05-01 04:38:26,893990306,7,1301.122
1998-05-01 04:40:47,893990447,11,1462.985
1998-05-01 04:41:38,893990498,16,1327.198
1998-05-01 04:43:24,893990604,7,1422.82
1998-05-01 04:46:09,893990769,9,1293.493
1998-05-01 04:46:57,893990817,15,1489.058
1998-05-01 04:47:40,893990860,18,1284.005
1998-05-01 04:49:23,893990963,21,1539.702
1998-05-01 04:49:45,893990985,8,1305.014
1998-05-01 04:52:46,893991166,2,1278.627
1998-05-01 04:53:00,893991180,3,1276.784
1998-05-01 04:53:48,893991228,4,1364.359
1998-05-01 04:54:19,893991259,8,1442.616
1998-05-01 04:55:38,893991338,5,1273.84
1998-05-01 04:55:47,893991347,6,1433.54
1998-05-01 04:56:24,893991384,9,1279.051
1998-05-01 04:58:01,893991481,9,1432.283
1998-05-01 04:58:18,893991498,8,1342.057
1998-05-01 04:58:20,893991500,10,1335.689
1998-05-01 04:59:48,893991588,8,1443.389
1998-05-01 05:00:04,893991604,5,1441.076
1998-05-01 05:00:20,893991620,9,1453.226
1998-05-01 05:01:31,893991691,10,1365.328
1998-05-01 05:02:37,893991757,7,1424.931
1998-05-01 05:03:02,893991782,12,1362.823
1998-05-01 05:08:52,893992132,4,1529.107
1998-05-01 05:11:53,893992313,6,1276.091
1998-05-01 05:12:36,893992356,10,1279.649
1998-05-01 05:13:03,893992383,6,1481.979
1998-05-01 05:13:35,893992415,5,1273.53
1998-05-01 05:14:29,893992469,4,1364.378
1998-05-01 05:14:33,893992473,6,1364.27
1998-05-01 05:14:37,893992477,10,1365.954
1998-05-01 05:14:39,893992479,5,1440.31
1998-05-01 05:15:04,893992504,17,1431.576
1998-05-01 05:15:24,893992524,10,1436.192
1998-05-01 05:15:27,893992527,5,1334.825
1998-05-01 05:15:51,893992551,9,1322.098
1998-05-01 05:16:12,893992572,10,1309.516
1998-05-01 05:16:37,893992597,7,1448.861
1998-05-01 05:17:00,893992620,19,1323.32
1998-05-01 05:18:08,893992688,1,1419.393
1998-05-01 05:18:58,893992738,4,1436.779
1998-05-01 05:19:41,893992781,13,1314.408
1998-05-01 05:20:56,893992856,17,1521.616
1998-05-01 05:21:42,893992902,2,1419.534
1998-05-01 05:22:03,893992923,5,1426.226
1998-05-01 05:23:00,893992980,10,1422.471
1998-05-01 05:23:38,893993018,3,1524.244
1998-05-01 05:23:39,893993019,9,1283.498
1998-05-01 05:28:42,893993322,3,1370.459
1998-05-01 05:30:14,893993414,7,1247.764
1998-05-01 05:30:17,893993417,6,1231.239
1998-05-01 05:31:02,893993462,2,1421.133
1998-05-01 05:34:17,893993657,9,1430.813
1998-05-01 05:36:57,893993817,15,1444.059
1998-05-01 05:39:05,893993945,15,1365.992
1998-05-01 05:41:17,893994077,17,1496.656
1998-05-01 05:41:20,893994080,11,1440.4
1998-05-01 05:42:33,893994153,5,1284.92
1998-05-01 05:43:08,893994188,11,1291.74
1998-05-01 05:43:30,893994210,13,1470.145
1998-05-01 05:43:34,893994214,14,1455.565
1998-05-01 05:43:37,893994217,7,1426.36
1998-05-01 05:43:48,893994228,8,1282.881
1998-05-01 05:46:26,893994386,8,1428.174
1998-05-01 05:47:05,893994425,16,1448.919
1998-05-01 05:48:10,893994490,16,1325.795
1998-05-01 05:48:12,893994492,10,1566.206
1998-05-01 05:52:05,893994725,15,1455.927
